Warehouse_block,Warehouse_city,Mode_of_Shipment,Name of charged warehouse's employee,LOADING_DATE,DELIVERED_TO_WAREHOUSE_DATE
Warehouse B,San Jose,Ship,Sami Goodman,11/10/2021,08/11/2021
Warehouse D,New York,Ship,Cleo Mckenzie,24/09/2021,22/10/2021
Warehouse B,San Jose,Ship,Tyrell Wells,25/09/2021,23/10/2021
Warehouse A,Birmingham,Ship,Cade Crosby,26/09/2021,24/10/2021
Warehouse B,San Jose,Ship,Harley Ball,27/09/2021,25/10/2021
Warehouse C,Boston,Ship,Elijah Schultz,21/09/2021,19/10/2021
Warehouse B,San Jose,Ship,Sienna Rush,10/08/2021,07/09/2021
Warehouse D,New York,Ship,Ciaran Flores,03/10/2021,31/10/2021
Warehouse B,San Jose,Ship,Nicola Joyce,26/10/2021,23/11/2021
Warehouse A,Birmingham,Ship,Siobhan Daniels,29/08/2021,26/09/2021
Warehouse B,San Jose,Ship,Jorge Suarez,22/08/2021,19/09/2021
Warehouse C,Boston,Ship,Jade Ayala,13/10/2021,10/11/2021
Warehouse B,San Jose,Ship,Elena Campbell,04/10/2021,01/11/2021
Warehouse D,New York,Ship,Adrian Gillespie,05/10/2021,02/11/2021
Warehouse B,San Jose,Ship,Cruz Orozco,06/10/2021,03/11/2021
Warehouse A,Birmingham,Ship,Brooke Garrett,07/10/2021,04/11/2021
Warehouse B,San Jose,Ship,Meredith Middleton,14/10/2021,11/11/2021
Warehouse C,Boston,Ship,Sam Hebert,26/09/2021,24/10/2021
Warehouse B,San Jose,Ship,Flynn Velasquez,28/09/2021,26/10/2021
Warehouse D,New York,Ship,Sion Hayes,29/09/2021,27/10/2021
Warehouse B,San Jose,Ship,Kelsey Flynn,30/09/2021,28/10/2021
Warehouse A,Birmingham,Ship,Brooklyn Aguirre,01/10/2021,29/10/2021
Warehouse B,San Jose,Ship,Katerina Zamora,02/10/2021,30/10/2021
Warehouse C,Boston,Ship,Brogan Powers,03/10/2021,31/10/2021
Warehouse B,San Jose,Ship,Cameron Hoover,14/10/2021,11/11/2021
Warehouse D,New York,Ship,Safa Porter,15/10/2021,12/11/2021
Warehouse B,San Jose,Ship,Vivian Jordan,24/10/2021,21/11/2021
Warehouse A,Birmingham,Ship,Cody Randolph,28/09/2021,26/10/2021
Warehouse B,San Jose,Ship,Ashleigh Roberts,25/10/2021,22/11/2021
Warehouse C,Boston,Ship,Tyrese Spencer,30/10/2021,27/11/2021
Warehouse B,San Jose,Ship,Rohan Fisher,18/10/2021,15/11/2021
Warehouse D,New York,Ship,Nora Lawrence,21/12/2021,18/01/2022
Warehouse B,San Jose,Ship,Lachlan Guerrero,14/10/2021,11/11/2021
Warehouse A,Birmingham,Ship,Callan Little,19/02/2022,19/03/2022
Warehouse B,San Jose,Ship,Pearl Clark,17/01/2022,14/02/2022
Warehouse C,Boston,Ship,Felix Gomez,25/10/2021,22/11/2021
Warehouse B,San Jose,Ship,Ty Norman,20/10/2021,17/11/2021
Warehouse D,New York,Ship,Carter Parsons,21/10/2021,18/11/2021
Warehouse B,San Jose,Ship,Harmony Rasmussen,14/10/2021,11/11/2021
Warehouse A,Birmingham,Ship,Taylor Pratt,13/10/2021,10/11/2021
Warehouse B,San Jose,Ship,Jamie Paul,14/10/2021,11/11/2021
Warehouse C,Boston,Road,Elisha Shelton,25/10/2021,22/11/2021
Warehouse B,San Jose,Road,Tyler Vargas,09/08/2021,06/09/2021
Warehouse D,New York,Road,Regan England,14/10/2021,11/11/2021
Warehouse B,San Jose,Road,Benedict Reilly,14/10/2021,11/11/2021
Warehouse A,Birmingham,Road,Hayden Dalton,13/10/2021,10/11/2021
Warehouse B,San Jose,Road,Nate Rich,14/10/2021,11/11/2021
Warehouse C,Boston,Road,Ada Patterson,27/09/2021,25/10/2021
Warehouse B,San Jose,Road,Lyndon Petty,28/09/2021,26/10/2021
Warehouse D,New York,Road,Claudia Riggs,29/09/2021,27/10/2021
Warehouse B,San Jose,Road,Sian Knight,19/08/2021,16/09/2021
Warehouse A,Birmingham,Road,Jaydon Sosa,20/08/2021,17/09/2021
Warehouse B,San Jose,Road,Logan Woodard,21/08/2021,18/09/2021
Warehouse C,Boston,Road,Anika Barlow,22/08/2021,19/09/2021
Warehouse B,San Jose,Road,Courtney Hilton,23/08/2021,20/09/2021
Warehouse D,New York,Road,Robbie Thornton,24/08/2021,21/09/2021
Warehouse B,San Jose,Road,Mae Hall,25/08/2021,22/09/2021
Warehouse A,Birmingham,Road,Shannon Best,26/08/2021,23/09/2021
Warehouse B,San Jose,Road,Raja Nunez,09/10/2021,06/11/2021
Warehouse C,Boston,Road,Cian Merrill,15/10/2021,12/11/2021
Warehouse B,San Jose,Road,Keeley Singh,30/09/2021,28/10/2021
Warehouse D,New York,Road,Harris Browning,09/09/2021,07/10/2021
Warehouse B,San Jose,Road,Jean Jennings,10/09/2021,08/10/2021
Warehouse A,Birmingham,Air,Nana Perry,11/09/2021,09/10/2021
Warehouse B,San Jose,Air,Abby Graham,12/09/2021,10/10/2021
Warehouse C,Boston,Air,Carys Mathis,13/09/2021,11/10/2021
Warehouse B,San Jose,Air,Martina Weaver,18/10/2021,15/11/2021
Warehouse D,New York,Air,Bethan Chen,19/10/2021,16/11/2021
Warehouse B,San Jose,Air,Taya Collins,30/10/2021,27/11/2021
Warehouse A,Birmingham,Air,India Curtis,31/10/2021,28/11/2021
Warehouse B,San Jose,Air,Conrad Dyer,30/10/2021,27/11/2021
Warehouse C,Boston,Air,Shauna Brennan,31/10/2021,28/11/2021
Warehouse B,San Jose,Air,Meredith Vance,01/11/2021,29/11/2021
Warehouse D,New York,Air,Elias Luna,26/10/2021,23/11/2021
Warehouse B,San Jose,Air,Dan Callahan,17/11/2021,15/12/2021
Warehouse A,Birmingham,Air,Ruby Blake,18/11/2021,16/12/2021
Warehouse B,San Jose,Air,Kayne Chang,19/11/2021,17/12/2021
Warehouse C,Boston,Air,Fay Koch,31/12/2021,28/01/2022
Warehouse B,San Jose,Air,Owais Lang,01/01/2022,29/01/2022
Warehouse D,New York,Air,Thalia Clayton,02/01/2022,30/01/2022
Warehouse B,San Jose,Air,Sian Jenkins,14/11/2021,12/12/2021
Warehouse A,Birmingham,Air,Nathan Goodwin,19/08/2021,16/09/2021
Warehouse B,San Jose,Air,Rose Mcdowell,21/10/2021,18/11/2021
Warehouse C,Boston,Air,Morgan Garcia,23/10/2021,20/11/2021
Warehouse B,San Jose,Air,Maddison Love,24/10/2021,21/11/2021
Warehouse D,New York,Ship,Donovan Cotton,25/10/2021,22/11/2021
Warehouse B,San Jose,Ship,Jim Benjamin,13/10/2021,10/11/2021
Warehouse A,Birmingham,Ship,Leo Wolf,14/10/2021,11/11/2021
Warehouse B,San Jose,Ship,Sahar Kirk,03/11/2021,01/12/2021
Warehouse C,Boston,Ship,Isaac Blankenship,05/10/2021,02/11/2021
Warehouse B,San Jose,Ship,Cain Tanner,06/10/2021,03/11/2021
Warehouse D,New York,Ship,Stuart Owen,07/10/2021,04/11/2021
Warehouse B,San Jose,Ship,Ruqayyah Bryan,02/11/2021,30/11/2021
Warehouse A,Birmingham,Ship,Ellie Lozano,03/11/2021,01/12/2021
Warehouse B,San Jose,Ship,Estelle Barry,04/11/2021,02/12/2021
Warehouse C,Boston,Ship,Sophia Yates,05/11/2021,03/12/2021
Warehouse B,San Jose,Ship,Zoe Mccormick,06/11/2021,04/12/2021
Warehouse D,New York,Ship,Katy Murphy,07/11/2021,05/12/2021
Warehouse B,San Jose,Ship,Neha Lewis,04/11/2021,02/12/2021
Warehouse A,Birmingham,Ship,Hazel Tran,26/10/2021,23/11/2021
Warehouse B,San Jose,Ship,Floyd Whitney,14/09/2021,12/10/2021
Warehouse C,Boston,Ship,Jakob Beard,24/11/2021,22/12/2021
Warehouse B,San Jose,Ship,Jazmine Baldwin,26/10/2021,23/11/2021
Warehouse D,New York,Ship,Gemma Levy,06/09/2021,04/10/2021
Warehouse B,San Jose,Ship,Arjun Bell,20/12/2021,17/01/2022
Warehouse A,Birmingham,Ship,Louise Payne,21/12/2021,18/01/2022
Warehouse B,San Jose,Ship,Liliana Roth,22/12/2021,19/01/2022
Warehouse C,Boston,Ship,Sebastian Castillo,23/12/2021,20/01/2022
Warehouse B,San Jose,Ship,Lachlan Meza,05/11/2021,03/12/2021
Warehouse D,New York,Ship,Heather Grimes,26/08/2021,23/09/2021
Warehouse B,San Jose,Ship,Issac Gill,25/10/2021,22/11/2021
Warehouse A,Birmingham,Ship,Fiona Rosales,27/10/2021,24/11/2021
Warehouse B,San Jose,Ship,Hashim Barton,19/11/2021,17/12/2021
Warehouse C,Boston,Ship,Kirsten Wheeler,20/11/2021,18/12/2021
Warehouse B,San Jose,Ship,Jerry Hubbard,26/10/2021,23/11/2021
Warehouse D,New York,Ship,Ellena Salazar,30/10/2021,27/11/2021
Warehouse B,San Jose,Ship,Aqsa Villarreal,05/11/2021,03/12/2021
Warehouse A,Birmingham,Ship,Mateo Silva,01/09/2021,29/09/2021
Warehouse B,San Jose,Ship,Chloe Ashley,22/10/2021,19/11/2021
Warehouse C,Boston,Ship,Roger Cooper,05/11/2021,03/12/2021
Warehouse B,San Jose,Ship,Roy Brewer,01/11/2021,29/11/2021
Warehouse D,New York,Ship,Luke Merrill,06/09/2021,04/10/2021
Warehouse B,San Jose,Ship,Rahim Dale,27/12/2021,24/01/2022
Warehouse A,Birmingham,Ship,Mya Rios,01/01/2022,29/01/2022
Warehouse B,San Jose,Ship,Ellen Haney,04/11/2021,02/12/2021
Warehouse C,Boston,Ship,Jemma Shepherd,03/11/2021,01/12/2021
Warehouse B,San Jose,Ship,Claude Glover,04/11/2021,02/12/2021
Warehouse D,New York,Ship,Tatiana Slater,05/11/2021,03/12/2021
Warehouse B,San Jose,Ship,Vinny Stephens,02/11/2021,30/11/2021
Warehouse A,Birmingham,Ship,Sumaiya Obrien,12/08/2021,09/09/2021
Warehouse B,San Jose,Ship,Lulu Hill,01/11/2021,29/11/2021
Warehouse C,Boston,Ship,Ricardo Page,16/11/2021,14/12/2021
Warehouse B,San Jose,Ship,Sion Richard,06/11/2021,04/12/2021
Warehouse D,New York,Ship,Zain Mccarty,23/08/2021,20/09/2021
Warehouse B,San Jose,Ship,Flynn Conley,17/09/2021,15/10/2021
Warehouse A,Birmingham,Ship,Mari Hendrix,19/12/2021,16/01/2022
Warehouse B,San Jose,Ship,Carmen Schneider,20/12/2021,17/01/2022
Warehouse C,Boston,Ship,Kimberly Burns,21/12/2021,18/01/2022
Warehouse B,San Jose,Ship,Haaris Lowery,05/11/2021,03/12/2021
Warehouse D,New York,Ship,Zaynah Fowler,09/01/2022,06/02/2022
Warehouse B,San Jose,Ship,Seren Crosby,21/10/2021,18/11/2021
Warehouse A,Birmingham,Ship,Maisha Craig,28/11/2021,26/12/2021
Warehouse B,San Jose,Ship,Mercedes Marsh,28/11/2021,26/12/2021
Warehouse C,Boston,Ship,Justin Hawkins,10/11/2021,08/12/2021
Warehouse B,San Jose,Ship,Oliwier Carr,03/11/2021,01/12/2021
Warehouse D,New York,Ship,Byron Andersen,17/09/2021,15/10/2021
Warehouse B,San Jose,Ship,Cormac Pierce,07/12/2021,04/01/2022
Warehouse A,Birmingham,Ship,Jeffrey Bright,05/02/2022,05/03/2022
Warehouse B,San Jose,Ship,Kyra Holder,03/11/2021,01/12/2021
Warehouse C,Boston,Ship,Maximus Arroyo,07/11/2021,05/12/2021
Warehouse B,San Jose,Ship,Kirsty Sandoval,13/01/2022,10/02/2022
Warehouse D,New York,Ship,Maya Mann,28/11/2021,26/12/2021
Warehouse B,San Jose,Ship,Jeremiah Burke,12/01/2022,09/02/2022
Warehouse A,Birmingham,Ship,Eesa Strickland,25/10/2021,22/11/2021
Warehouse B,San Jose,Ship,Isabel Velez,26/10/2021,23/11/2021
Warehouse C,Boston,Ship,Kamran Bowers,27/10/2021,24/11/2021
Warehouse B,San Jose,Ship,Eileen Robertson,25/12/2021,22/01/2022
Warehouse D,New York,Ship,Mark Decker,19/01/2022,16/02/2022
Warehouse B,San Jose,Ship,Safa Moss,27/11/2021,25/12/2021
Warehouse A,Birmingham,Ship,Ellis David,23/11/2021,21/12/2021
Warehouse B,San Jose,Ship,Elsa Connor,26/11/2021,24/12/2021
Warehouse C,Boston,Ship,Brandon Cuevas,06/11/2021,04/12/2021
Warehouse B,San Jose,Ship,Marianne Guerra,10/11/2021,08/12/2021
Warehouse D,New York,Ship,Owen Zuniga,10/11/2021,08/12/2021
Warehouse B,San Jose,Ship,Jodie Logan,04/11/2021,02/12/2021
Warehouse A,Birmingham,Ship,Frazer Willis,01/11/2021,29/11/2021
Warehouse B,San Jose,Ship,Loui Mccann,24/11/2021,22/12/2021
Warehouse C,Boston,Ship,Abbas Proctor,10/11/2021,08/12/2021
Warehouse B,San Jose,Ship,Vivian Ali,11/11/2021,09/12/2021
Warehouse D,New York,Ship,Yousef Hewitt,12/11/2021,10/12/2021
Warehouse B,San Jose,Ship,Aleesha Juarez,13/11/2021,11/12/2021
Warehouse A,Birmingham,Ship,Lowri Berger,03/11/2021,01/12/2021
Warehouse B,San Jose,Ship,Curtis Cantrell,24/12/2021,21/01/2022
Warehouse C,Boston,Ship,Robert Hood,25/12/2021,22/01/2022
Warehouse B,San Jose,Ship,Tamzin Davila,26/12/2021,23/01/2022
Warehouse D,New York,Ship,Albert Ayala,27/12/2021,24/01/2022
Warehouse B,San Jose,Ship,Lila Reyes,28/12/2021,25/01/2022
Warehouse A,Birmingham,Ship,Lily-May Pacheco,16/12/2021,13/01/2022
Warehouse B,San Jose,Road,Jacqueline Bender,27/02/2022,27/03/2022
Warehouse C,Boston,Road,Alice Hartley,28/02/2022,28/03/2022
Warehouse B,San Jose,Road,Thalia Moon,24/11/2021,22/12/2021
Warehouse D,New York,Road,Mia Woodard,20/02/2022,20/03/2022
Warehouse B,San Jose,Road,Frances Gates,18/11/2021,16/12/2021
Warehouse A,Birmingham,Road,Katherine Monroe,19/11/2021,17/12/2021
Warehouse B,San Jose,Road,Victor Thomas,26/11/2021,24/12/2021
Warehouse C,Boston,Road,Dorothy Adkins,27/11/2021,25/12/2021
Warehouse B,San Jose,Road,Bernice Christensen,19/12/2021,16/01/2022
Warehouse D,New York,Road,Jaxon Chaney,22/11/2021,20/12/2021
Warehouse B,San Jose,Road,Jack Robbins,27/11/2021,25/12/2021
Warehouse A,Birmingham,Road,Angelina Arias,05/12/2021,02/01/2022
Warehouse B,San Jose,Road,Sam Evans,06/12/2021,03/01/2022
Warehouse C,Boston,Road,Elin Blankenship,11/02/2022,11/03/2022
Warehouse B,San Jose,Road,Shreya Meyer,15/11/2021,13/12/2021
Warehouse D,New York,Road,Rebecca Kramer,18/11/2021,16/12/2021
Warehouse B,San Jose,Road,Otis Mcbride,10/12/2021,07/01/2022
Warehouse A,Birmingham,Road,Alessia Elliott,18/11/2021,16/12/2021
Warehouse B,San Jose,Road,Clara Thompson,08/01/2022,05/02/2022
Warehouse C,Boston,Road,Mari Andrade,25/11/2021,23/12/2021
Warehouse B,San Jose,Road,Bryony Gallegos,26/11/2021,24/12/2021
Warehouse D,New York,Road,Gethin O'Sullivan,04/12/2021,01/01/2022
Warehouse B,San Jose,Air,Lauren Middleton,31/12/2021,28/01/2022
Warehouse A,Birmingham,Air,Jade Cohen,01/01/2022,29/01/2022
Warehouse B,San Jose,Air,Jaden Lindsey,02/01/2022,30/01/2022
Warehouse C,Boston,Air,Cecily Bradley,14/12/2021,11/01/2022
Warehouse B,San Jose,Air,Fleur Barlow,22/11/2021,20/12/2021
Warehouse D,New York,Air,Kaan Mccarthy,23/11/2021,21/12/2021
Warehouse B,San Jose,Air,Walter Orozco,07/12/2021,04/01/2022
Warehouse A,Birmingham,Air,Dafydd Mckay,08/12/2021,05/01/2022
Warehouse B,San Jose,Air,Eliza Boyd,09/12/2021,06/01/2022
Warehouse C,Boston,Air,Chad Richard,10/12/2021,07/01/2022
Warehouse B,San Jose,Air,Samia Mathis,13/12/2021,10/01/2022
Warehouse D,New York,Air,Angel Beasley,25/12/2021,22/01/2022
Warehouse B,San Jose,Air,Halle Levine,20/11/2021,18/12/2021
Warehouse A,Birmingham,Air,Nikhil Sampson,30/11/2021,28/12/2021
Warehouse B,San Jose,Air,Aliyah Porter,28/11/2021,26/12/2021
Warehouse C,Boston,Air,Giovanni Newman,29/11/2021,27/12/2021
Warehouse B,San Jose,Air,Filip Li,30/11/2021,28/12/2021
Warehouse D,New York,Air,Isobel Flynn,01/12/2021,29/12/2021
Warehouse B,San Jose,Air,Evan Calhoun,02/12/2021,30/12/2021
Warehouse A,Birmingham,Air,Taya Bentley,03/12/2021,31/12/2021
Warehouse B,San Jose,Air,Liliana Hopkins,04/12/2021,01/01/2022
Warehouse C,Boston,Air,Betsy Steele,05/12/2021,02/01/2022
Warehouse B,San Jose,Ship,Tabitha Villarreal,29/11/2021,27/12/2021
Warehouse D,New York,Ship,Alivia Dalton,23/10/2021,20/11/2021
Warehouse B,San Jose,Ship,Zayn Bond,15/11/2021,13/12/2021
Warehouse A,Birmingham,Ship,Brayden Glenn,04/12/2021,01/01/2022
Warehouse B,San Jose,Ship,Sulaiman Morris,05/12/2021,02/01/2022
Warehouse C,Boston,Ship,Jasmin Warren,06/12/2021,03/01/2022
Warehouse B,San Jose,Ship,Kadie Quinn,07/12/2021,04/01/2022
Warehouse D,New York,Ship,Mikolaj Mayer,27/11/2021,25/12/2021
Warehouse B,San Jose,Ship,Louise Coleman,28/11/2021,26/12/2021
Warehouse A,Birmingham,Ship,Andrea O'Reilly,29/11/2021,27/12/2021
Warehouse B,San Jose,Ship,Holly Tran,30/11/2021,28/12/2021
Warehouse C,Boston,Ship,Ann Estrada,01/12/2021,29/12/2021
Warehouse B,San Jose,Ship,Aleksander Reed,02/12/2021,30/12/2021
Warehouse D,New York,Ship,Finnian Romero,03/12/2021,31/12/2021
Warehouse B,San Jose,Ship,Nina Gay,04/12/2021,01/01/2022
Warehouse A,Birmingham,Ship,Anastasia Bolton,05/12/2021,02/01/2022
Warehouse B,San Jose,Ship,Ameera Conley,06/12/2021,03/01/2022
Warehouse C,Boston,Ship,Ishaq Le,07/12/2021,04/01/2022
Warehouse B,San Jose,Ship,Conrad Blackburn,08/12/2021,05/01/2022
Warehouse D,New York,Ship,Rihanna Sandoval,09/12/2021,06/01/2022
Warehouse B,San Jose,Ship,Arabella Odonnell,10/12/2021,07/01/2022
Warehouse A,Birmingham,Ship,Mark Goodman,11/12/2021,08/01/2022
Warehouse B,San Jose,Ship,Marianne Stone,12/12/2021,09/01/2022
Warehouse C,Boston,Ship,Jerry George,11/02/2022,11/03/2022
Warehouse B,San Jose,Ship,Lucinda Gross,13/12/2021,10/01/2022
Warehouse D,New York,Ship,Laura Bryan,17/11/2021,15/12/2021
Warehouse B,San Jose,Ship,Liyana Blevins,18/11/2021,16/12/2021
Warehouse A,Birmingham,Ship,Craig Shepard,03/11/2021,01/12/2021
Warehouse B,San Jose,Ship,Peggy Aguilar,03/11/2021,01/12/2021
Warehouse C,Boston,Ship,Kitty Wallace,02/11/2021,30/11/2021
Warehouse B,San Jose,Ship,Maisha Oneal,31/10/2021,28/11/2021
Warehouse D,New York,Ship,Ioan Joyce,19/11/2021,17/12/2021
Warehouse B,San Jose,Ship,Madiha Contreras,19/11/2021,17/12/2021
Warehouse A,Birmingham,Ship,Iestyn Ochoa,18/11/2021,16/12/2021
Warehouse B,San Jose,Ship,Elmer Hickman,23/12/2021,20/01/2022
Warehouse C,Boston,Ship,Rico Pace,11/12/2021,08/01/2022
Warehouse B,San Jose,Ship,Deborah Burke,05/12/2021,02/01/2022
Warehouse D,New York,Ship,Jana Gill,05/12/2021,02/01/2022
Warehouse B,San Jose,Ship,Frederic Powell,05/12/2021,02/01/2022
Warehouse A,Birmingham,Ship,Jaime Santos,22/11/2021,20/12/2021
Warehouse B,San Jose,Ship,Mohsin Dickerson,10/12/2021,07/01/2022
Warehouse C,Boston,Ship,Wiktor Whitney,20/11/2021,18/12/2021
Warehouse B,San Jose,Ship,Reggie Douglas,17/11/2021,15/12/2021
Warehouse D,New York,Ship,Safa Dean,20/11/2021,18/12/2021
Warehouse B,San Jose,Ship,Maddison Ochoa,10/12/2021,07/01/2022
Warehouse A,Birmingham,Ship,Frankie Brown,10/12/2021,07/01/2022
Warehouse B,San Jose,Ship,Spencer Mcclure,05/12/2021,02/01/2022
Warehouse C,Boston,Ship,Aidan Morris,21/10/2021,18/11/2021
Warehouse B,San Jose,Ship,Kelsey Short,18/12/2021,15/01/2022
Warehouse D,New York,Ship,Ciaran Kane,19/12/2021,16/01/2022
Warehouse B,San Jose,Ship,Bryn Robles,20/12/2021,17/01/2022
Warehouse A,Birmingham,Ship,Devon Krueger,21/12/2021,18/01/2022
Warehouse B,San Jose,Ship,Gabriel Benjamin,02/12/2021,30/12/2021
Warehouse C,Boston,Ship,Ines Cook,09/12/2021,06/01/2022
Warehouse B,San Jose,Ship,Julia Haas,05/11/2021,03/12/2021
Warehouse D,New York,Ship,Levi Lucero,18/10/2021,15/11/2021
Warehouse B,San Jose,Ship,Robyn Hanna,26/10/2021,23/11/2021
Warehouse A,Birmingham,Ship,Nora Murphy,27/10/2021,24/11/2021
Warehouse B,San Jose,Ship,Charley Savage,28/10/2021,25/11/2021
Warehouse C,Boston,Ship,Freddie Harrison,29/10/2021,26/11/2021
Warehouse B,San Jose,Ship,Ebony Smith,30/10/2021,27/11/2021
Warehouse D,New York,Ship,Elliot Hood,30/12/2021,27/01/2022
Warehouse B,San Jose,Ship,Nevaeh Sanford,14/01/2022,11/02/2022
Warehouse A,Birmingham,Ship,Renee Ramirez,02/11/2021,30/11/2021
Warehouse B,San Jose,Ship,Anita Porter,03/11/2021,01/12/2021
Warehouse C,Boston,Ship,Jaime Miller,04/11/2021,02/12/2021
Warehouse B,San Jose,Ship,Ashley Clayton,05/11/2021,03/12/2021
Warehouse D,New York,Ship,Flynn Downs,15/11/2021,13/12/2021
Warehouse B,San Jose,Ship,Tatiana Warner,08/12/2021,05/01/2022
Warehouse A,Birmingham,Ship,Alexis Maldonado,25/10/2021,22/11/2021
Warehouse B,San Jose,Ship,Abby Walters,09/11/2021,07/12/2021
Warehouse C,Boston,Ship,Laurie Bruce,25/10/2021,22/11/2021
Warehouse B,San Jose,Ship,Hayden Gill,18/11/2021,16/12/2021
Warehouse D,New York,Ship,Stella Cline,01/12/2021,29/12/2021
Warehouse B,San Jose,Ship,Kaiden Silva,21/01/2022,18/02/2022
Warehouse A,Birmingham,Ship,Zane Holden,20/11/2021,18/12/2021
Warehouse B,San Jose,Ship,Verity Mcdowell,15/12/2021,12/01/2022
Warehouse C,Boston,Ship,Lennon Merritt,15/12/2021,12/01/2022
Warehouse B,San Jose,Ship,Lee Hampton,04/12/2021,01/01/2022
Warehouse D,New York,Ship,Tia Middleton,24/11/2021,22/12/2021
Warehouse B,San Jose,Ship,Eliot Chase,25/11/2021,23/12/2021
Warehouse A,Birmingham,Ship,Brooklyn Yoder,06/11/2021,04/12/2021
Warehouse B,San Jose,Ship,Max Hanson,02/12/2021,30/12/2021
Warehouse C,Boston,Ship,Bailey Paul,06/02/2022,06/03/2022
Warehouse B,San Jose,Ship,Macauley Brennan,21/11/2021,19/12/2021
Warehouse D,New York,Ship,Ray Cantrell,22/11/2021,20/12/2021
Warehouse B,San Jose,Ship,Louie Espinoza,15/11/2021,13/12/2021
Warehouse A,Birmingham,Ship,Bobby Mcintosh,18/11/2021,16/12/2021
Warehouse B,San Jose,Ship,Whitney Rush,14/11/2021,12/12/2021
Warehouse C,Boston,Ship,Kacie Dickerson,15/11/2021,13/12/2021
Warehouse B,San Jose,Ship,Sami Mccarthy,15/11/2021,13/12/2021
Warehouse D,New York,Ship,Jan Calderon,06/11/2021,04/12/2021
Warehouse B,San Jose,Ship,Georgie Roth,08/12/2021,05/01/2022
Warehouse A,Birmingham,Road,Madison Deleon,14/01/2022,11/02/2022
Warehouse B,San Jose,Road,Blaine Gentry,12/12/2021,09/01/2022
Warehouse C,Boston,Road,Finnley Pearson,02/12/2021,30/12/2021
Warehouse B,San Jose,Road,Everly Holder,19/12/2021,16/01/2022
Warehouse D,New York,Road,Mckenzie Pittman,26/10/2021,23/11/2021
Warehouse B,San Jose,Road,Eliza Wolf,19/11/2021,17/12/2021
Warehouse A,Birmingham,Road,Mina Mosley,13/11/2021,11/12/2021
Warehouse B,San Jose,Road,Shane Shields,12/12/2021,09/01/2022
Warehouse C,Boston,Road,Sian Rivera,19/12/2021,16/01/2022
Warehouse B,San Jose,Road,Tanya O'Sullivan,21/12/2021,18/01/2022
Warehouse D,New York,Road,Rowan Pineda,12/12/2021,09/01/2022
Warehouse B,San Jose,Road,Nicola Hunt,23/11/2021,21/12/2021
Warehouse A,Birmingham,Road,Macy Harper,24/11/2021,22/12/2021
Warehouse B,San Jose,Road,Kaya Brandt,12/12/2021,09/01/2022
Warehouse C,Boston,Road,Elijah Case,04/12/2021,01/01/2022
Warehouse B,San Jose,Road,Jean Branch,30/11/2021,28/12/2021
Warehouse D,New York,Road,Belle Woods,09/12/2021,06/01/2022
Warehouse B,San Jose,Road,Hope Sparks,12/12/2021,09/01/2022
Warehouse A,Birmingham,Road,Keelan Singleton,25/12/2021,22/01/2022
Warehouse B,San Jose,Road,Jesse Parker,16/11/2021,14/12/2021
Warehouse C,Boston,Road,Ronnie Camacho,17/12/2021,14/01/2022
Warehouse B,San Jose,Road,Aoife Dale,13/11/2021,11/12/2021
Warehouse D,New York,Air,Rayhan Hebert,14/11/2021,12/12/2021
Warehouse B,San Jose,Air,Robbie Serrano,09/12/2021,06/01/2022
Warehouse A,Birmingham,Air,Pearl Rosales,06/11/2021,04/12/2021
Warehouse B,San Jose,Air,Rebekah Buchanan,06/12/2021,03/01/2022
Warehouse C,Boston,Air,Sana Mccullough,05/11/2021,03/12/2021
Warehouse B,San Jose,Air,Siobhan Davidson,12/12/2021,09/01/2022
Warehouse D,New York,Air,Alfie Berg,26/12/2021,23/01/2022
Warehouse B,San Jose,Air,Cade Sanders,23/12/2021,20/01/2022
Warehouse A,Birmingham,Air,Maya Reed,09/11/2021,07/12/2021
Warehouse B,San Jose,Air,Carter Powers,06/01/2022,03/02/2022
Warehouse C,Boston,Air,Frances Burns,07/01/2022,04/02/2022
Warehouse B,San Jose,Air,Billy Hewitt,08/01/2022,05/02/2022
Warehouse D,New York,Air,Elena Bauer,09/01/2022,06/02/2022
Warehouse B,San Jose,Air,Kade Cunningham,10/01/2022,07/02/2022
Warehouse A,Birmingham,Air,Katrina Joseph,22/12/2021,19/01/2022
Warehouse B,San Jose,Air,Taha Snyder,28/11/2021,26/12/2021
Warehouse C,Boston,Air,Cordelia Gregory,13/12/2021,10/01/2022
